_id,LOC_ID,LOC_NAME,AUSPICE,ADDRESS,PostalCode,bldg_type,BLDGNAME,IGSPACE,TGSPACE,PGSPACE,KGSPACE,SGSPACE,TOTSPACE,subsidy,cwelcc_flag,Longitude,Latitude
149,1509,Scarborough Village Day Nursery 2,Commercial Agency,155 MARKHAM RD,M1M,Place of Worship,Christ Church,0,0,16,0,15,31,Y,Y,-79.217805187,43.7417728822
150,1520,Birds And Bees Day Care Centre,Commercial Agency,720 KENNEDY RD,M1K,High Rise Apartment,,0,15,40,0,30,85,Y,Y,-79.2673564135,43.7295838093
151,1521,Cliffwood Community Child Care,Non Profit Agency,140 CLIFFWOOD RD,M2H,Public Elementary School,Cliffwood Public School,0,15,24,39,50,128,Y,Y,-79.360071839,43.8063006986
152,1522,Finch Flyers Child Care Program,Non Profit Agency,277 FINCH AVE E,M2N,Public Elementary School,Finch Public School,0,10,24,52,60,146,Y,Y,-79.394974203,43.783833079
153,1525,Hilltop Daycare Centre,Non Profit Agency,160 NORTH BONNINGTON AVE,M1K,Purpose Built,,10,15,32,0,15,72,Y,Y,-79.2659484178,43.7152396623
154,1529,George Brown - Fashion District/Ryerson Child Care Centre,Non Profit Agency,96 DENISON AVE,M5T,Public Elementary School,Ryerson Public School,0,0,0,26,30,56,Y,Y,-79.402379732,43.651281707
155,1531,Today's Child Tomorrow's Future Children's Centre (290 Blantyre),Non Profit Agency,290 BLANTYRE AVE,M1N,Public Elementary School,Blantyre Public School,0,0,32,39,45,116,Y,Y,-79.2838678574,43.6851086748
156,1533,John A. Leslie Childcare - Scarborough,Non Profit Agency,459 MIDLAND AVE,M1N,Public Elementary School,John A. Leslie Public School,0,15,24,26,30,95,Y,Y,-79.249059374,43.714108676
157,1536,Dalemount Child Care,Non Profit Agency,101 ENGLEMOUNT AVE,M6B,Public Elementary School,Glen Park Public School,0,0,32,26,55,113,Y,Y,-79.435747325,43.713223823
158,1538,Kenlinton Child Care Centre (Operator: Stonehill) Facility #16008,Commercial Agency,2283 EGLINTON AVE E,M1K,High Rise Apartment,Apartment Building,0,0,32,0,30,62,Y,Y,-79.2723812981,43.7305583723
159,1539,Friends Day Care Centre,Non Profit Agency,60 LOWTHER AVE,M5R,Church,Quakers Meeting House,0,0,16,0,0,16,Y,Y,-79.398763827,43.670536824
160,1544,Kennedy Road Kiddy Kare - (Kennedy Road Church Of The Nazarene),Non Profit Agency,661 KENNEDY RD,M1K,Church,,0,10,24,0,30,64,Y,Y,-79.264672082,43.725616361
161,1547,Today's Child Tomorrow's Future Children's Centre,Non Profit Agency,725 DANFORTH RD,M1K,Public Elementary School,Norman Cook Junior Public School,0,15,18,26,23,82,Y,Y,-79.2577983189,43.7190477327
162,1548,Gan Yeladim Day Care Centre,Non Profit Agency,100 ELDER ST,M3H,Synagogue,Beth Emeth Bais Yehuda Synagogue,0,15,32,10,0,57,Y,Y,-79.4541231662,43.7606577647
163,1551,Don Valley Christian Child Care,Non Profit Agency,25 AXSMITH CRES,M2J,Place of Worship,Don Valley Bible Chapel,10,15,24,0,0,49,Y,Y,-79.3521911537,43.7886589597
164,1552,Play Care Program/ West Scarborough Neighbourhood Com.Centre.,Non Profit Agency,313 PHARMACY AVE,M1L,Community/Recreation Centre,West Scarborough Neighbourhood Community Centre,0,0,0,0,40,40,Y,Y,-79.2846817825,43.701416363
165,1554,Pride In Heritage Children's Centre,Non Profit Agency,55 GATEWAY BLVD,M3C,Public Elementary School,Gateway Public School,0,10,24,52,75,161,Y,Y,-79.3310123749,43.7117348145
166,1559,St. Michael And All Angels Day Care Centre,Non Profit Agency,611 ST CLAIR AVE W,M6C,Place of Worship,St. Michael's And All Angels Church,10,15,40,0,0,65,Y,Y,-79.422923641,43.681940252
167,1562,Gateway Day Care Centre,Commercial Agency,100 LEEWARD GLENWAY,M3C,High Rise Apartment,,10,10,24,0,12,56,Y,Y,-79.3284613121,43.711405543
168,1566,Glen Cameron For Kids,Non Profit Agency,211 CAMERON AVE,M2N,Public Elementary School,Cameron Public School,0,0,16,26,68,110,Y,Y,-79.4212548061,43.7543692985
169,1567,Downsview Child Care Centre,Non Profit Agency,159 SIR WILLIAM HEARST AVE,M3M,Office Building,Ontario Ministry Of Transportation Building D,10,20,24,0,0,54,Y,Y,-79.487091621,43.723023764
170,1570,Ranchdale Rompers Day Care,Non Profit Agency,60 RANCHDALE CRES,M3A,Public Elementary School,Ranchdale Public School,0,10,24,26,60,120,Y,Y,-79.3232946647,43.7524665993
171,1577,Playhouse Child Care Centre,Non Profit Agency,15 GREENLAND RD,M3C,Public Elementary School,Greenland Public School,10,10,32,26,0,78,Y,Y,-79.338536158,43.7336156338
172,1578,Rejoyce Caledon Community Child Care,Non Profit Agency,26 JOYCE PKY,M6B,Public Elementary School,Joyce Public School,0,0,20,39,45,104,Y,Y,-79.463757489,43.709775397
173,1580,Garderie La Farandole Gabrielle Roy,Non Profit Agency,14 PEMBROKE ST,M5A,Public Elementary (French),Ecole Elementaire Gabrielle-Roy,10,10,32,52,45,149,Y,Y,-79.372319597,43.656582836
174,1585,West Prep Children's Centre Of Toronto,Non Profit Agency,70 RIDGE HILL DR,M6C,Public Elementary School,West Preparatory Public School,0,15,32,52,60,159,Y,Y,-79.432944062,43.702616187
175,1588,Greenland Recreational After School Program,Non Profit Agency,15 GREENLAND RD,M3C,Public Elementary School,Greenland Public School,0,0,0,0,45,45,Y,Y,-79.338536158,43.7336156338
176,1589,Dublin Heights Community Child Care,Non Profit Agency,100 BAINBRIDGE AVE,M3H,Public Elementary School,Dublin Heights Elementary And Middle School,0,10,24,52,80,166,Y,Y,-79.447024737,43.749148308
177,1593,Garrison Creek Community Day Care,Non Profit Agency,222 NIAGARA ST,M6J,Public Elementary School,Niagara Street Public School,0,15,16,52,65,148,Y,Y,-79.408252928,43.64393746
178,1598,Rippleton Roadsters Child Care Program,Non Profit Agency,21 RIPPLETON RD,M3B,Public Elementary School,Rippleton Public School,0,0,48,52,60,160,Y,Y,-79.3601236993,43.7409134352
179,1601,Gulfstream Day Care Centre,Non Profit Agency,20 GULFSTREAM RD,M9M,Public Elementary School,Gulfstream Public School,10,15,24,26,60,135,Y,Y,-79.5420130895,43.7390865695
180,1603,Highview Wilson Child Care,Non Profit Agency,22 HIGHVIEW AVE,M3M,Public Elementary School,Highview Public School,0,0,16,26,45,87,Y,Y,-79.4972335426,43.7219596358
181,1605,Hillmount Child Care,Non Profit Agency,245 MCNICOLL AVE,M2H,Public Elementary School,Hillmount Public School,0,0,24,26,30,80,Y,Y,-79.3507297482,43.7994162004
182,1607,Hollywood All Stars Child Care,Non Profit Agency,360 HOLLYWOOD AVE,M2N,Public Elementary School,Hollywood Public School,0,0,16,39,75,130,Y,Y,-79.391832381,43.770527111
183,1613,John Ross Robertson Child Centre,Non Profit Agency,130 GLENGROVE AVE W,M4R,Public Elementary School,John Ross Robertson Public School,0,0,40,52,120,212,Y,Y,-79.408864298,43.718325974
184,1614,Kew Beach Day Care Co-Op Inc.,Non Profit Agency,101 KIPPENDAVIE AVE,M4L,Public Elementary School,Kew Beach Public School,0,0,40,52,74,166,Y,Y,-79.302727315,43.66846424
185,1617,Givins/Shaw School Community Day Care,Non Profit Agency,49 GIVINS ST,M6J,Public Elementary School,Givins Shaw Junior Senior Public School,0,0,24,39,45,108,Y,Y,-79.417686472,43.646216608
186,1618,Roywood Child Care North York,Non Profit Agency,11 ROYWOOD DR,M3A,Public Elementary School,Roywood Public School,0,0,24,26,45,95,Y,Y,-79.3217764059,43.7647326766
187,1619,Wilmington Best Child Care Centre,Non Profit Agency,330 WILMINGTON AVE,M3H,Public Elementary School,Wilmington Elementary School,0,0,24,78,54,156,Y,Y,-79.460498024,43.768558382
188,1624,Junction Day Care Centre,Non Profit Agency,265 ANNETTE ST,M6P,Public Elementary School,Annette Street Public School,0,0,32,78,90,200,Y,Y,-79.472831274,43.661423188
189,1625,Gledhill Avenue Child Care Centre,Non Profit Agency,2 GLEDHILL AVE,M4C,Public Elementary School,Gledhill Junior Public School,0,0,24,52,60,136,Y,Y,-79.309286466,43.68754833
190,1629,Kids Haven Community Child Care,Non Profit Agency,46 CRESTHAVEN DR,M2H,Public Elementary School,Cresthaven Public School,0,10,32,13,30,85,Y,Y,-79.363540251,43.79721913
191,1630,Kids Korner Day Care,Non Profit Agency,180 WESTMORELAND AVE,M6H,Community/Recreation Centre,Dovercourt Boys And Girls Club,0,0,24,0,0,24,Y,Y,-79.432692284,43.665806445
192,1633,York University Co-Operative Day Care Centre,Non Profit Agency,90 ATKINSON RD,M3J,High Rise Apartment,Atkinson Residence,20,35,79,0,15,149,Y,Y,-79.501737568,43.771350321
193,1635,Hawthorne-On-Essex Day Care,Non Profit Agency,50 ESSEX ST,M6G,Public Elementary School,Hawthorne II Alternative Bilingual School,0,15,32,52,70,169,Y,Y,-79.422365484,43.668235743
194,1636,Keelmount Daycare Centre,Non Profit Agency,99 MOUNTVIEW AVE,M6P,Public Elementary School,Keele Public School,0,10,24,52,90,176,Y,Y,-79.461596579,43.657507474
195,1643,Le Petit Chaperon Rouge - Gainsborough,Non Profit Agency,250 GAINSBOROUGH RD,M4L,Catholic Elementary (French),Ãcole ÃlÃ©mentaire Catholique Georges-Etienne-Cartier,0,0,16,48,77,141,Y,Y,-79.319473115,43.677903881
196,1644,Kindercircle Day Care,Non Profit Agency,150 KILGOUR RD,M4G,Hospital/Health Centre,Holland Bloorview Kids Rehab,10,15,0,0,0,25,Y,Y,-79.3729662214,43.718418191
197,1645,Kensington Kids Early Learning Centre,Non Profit Agency,401 COLLEGE ST,M5T,Public Elementary School,Kensington Community School,10,15,48,26,0,99,Y,Y,-79.405731527,43.656397816
198,1651,Lawrence Heights Community Day Care Centre,Non Profit Agency,10 FLEMINGTON RD,M6A,Public Elementary School,Flemington Public School,10,20,24,39,45,138,Y,Y,-79.444454008,43.720087576
199,1653,Yorkview Kids Care,Non Profit Agency,130 YORKVIEW DR,M2R,Public Elementary School,Yorkview Public School,0,0,16,52,45,113,Y,Y,-79.4355696892,43.7725822112
200,1663,Hester How Early Learning Centre,Non Profit Agency,100 QUEEN ST W,M5H,Office Building,Toronto City Hall,12,20,24,20,0,76,Y,Y,-79.383625059,43.65282214
201,1664,Sunnybrook Creche,Non Profit Agency,2075 BAYVIEW AVE,M4N,Other,Sunnybrook Health Science Centre,10,25,36,0,0,71,Y,Y,-79.377875373,43.721937648
202,1665,Montrose Child Care Centre Inc.,Non Profit Agency,301 MONTROSE AVE,M6G,Public Elementary School,Montrose Public School,10,15,16,26,50,117,Y,Y,-79.418843718,43.658681585
203,1670,Topcliff Community Child Care,Non Profit Agency,65 TOPCLIFF AVE,M3N,Public Elementary School,Topcliff Public School,0,0,24,26,45,95,Y,Y,-79.510658888,43.755585095
204,1680,Lord Dufferin Community Day Care Centre,Non Profit Agency,350 PARLIAMENT ST,M5A,Public Elementary School,Lord Dufferin Public School,0,0,0,40,100,140,Y,Y,-79.366955064,43.660824533
205,1683,Oakwood Children's House,Non Profit Agency,115 WINONA DR,M6G,Public Elementary School,McMurrich Public School,0,0,16,0,0,16,Y,Y,-79.431061957,43.678076368
206,1687,Faith Lutheran Day Care Centre Of Downsview,Non Profit Agency,96 HUCKNALL RD,M3J,Place of Worship,Faith Lutheran Church,0,15,24,0,0,39,Y,Y,-79.497002443,43.755602199
207,1690,Matthew-John Early Learning Centre,Non Profit Agency,135 FIRST AVE,M4M,Place of Worship,St. Matthew's Anglican Church,0,15,32,26,0,73,Y,Y,-79.347174396,43.665409919
208,1691,St Mark's Day Care Centre - Greenland Road,Non Profit Agency,1 GREENLAND RD,M3C,Place of Worship,St. Mark's Presbyterian Church,0,10,32,25,0,67,Y,Y,-79.339493778,43.733445298
209,1692,Huron Superfriends Inc.,Non Profit Agency,541 HURON ST,M5R,Public Elementary School,Huron Street Public School,0,0,0,52,59,111,Y,Y,-79.402421583,43.670575509
210,1693,Rendezvous Child Care Centre,Non Profit Agency,18 DALLINGTON DR,M2J,Public Elementary School,Dallington Public School,0,0,16,26,65,107,Y,Y,-79.3547585895,43.7771367306
211,1698,Ogden Day Care Centre,Non Profit Agency,33 PHOEBE ST,M5T,Public Elementary School,Ogden Public School,0,15,24,52,45,136,Y,Y,-79.395126857,43.650013614
212,1699,Three Valleys Children's Centre,Non Profit Agency,76 THREE VALLEYS DR,M3A,Public Elementary School,Three Valleys Public School,0,10,32,26,60,128,Y,Y,-79.337604399,43.750680654
213,1702,Hydrokids - Opg,Non Profit Agency,700 UNIVERSITY AVE,M5G,Other,Ontario Power Generation,10,20,52,0,0,82,Y,Y,-79.3911913127,43.6590163089
214,1705,Tot World Child Care Centre,Non Profit Agency,25 YORKWOODS GATE,M3N,Public Elementary School,Yorkwoods Elementary School,10,15,24,52,45,146,Y,Y,-79.513884747,43.75065984
215,1712,Jackman Community Daycare,Non Profit Agency,79 JACKMAN AVE,M4K,Public Elementary School,Jackman Avenue Public School,0,0,40,52,150,242,Y,Y,-79.353935362,43.680650211
216,1714,Orde Day Care Centre (Orde Street),Non Profit Agency,18 ORDE ST,M5T,Public Elementary School,Orde Street Public School,0,0,32,39,60,131,Y,Y,-79.39218319,43.658555788
217,1715,Tumpane Child Care Learning Centre,Non Profit Agency,48 TUMPANE ST,M3M,Public Elementary School,Tumpane Public School,0,15,24,52,90,181,Y,Y,-79.5022583759,43.7266038671
218,1717,Start Right Child Care Centre,Non Profit Agency,38 ORFUS RD,M6A,Public High School,Yorkdale Secondary School And Adult Learning Centre,10,15,24,0,0,49,Y,Y,-79.459725099,43.72016206
219,1721,Van Horne Day Care,Commercial Agency,201 VAN HORNE AVE,M2J,High Rise Apartment,,0,10,16,0,24,50,Y,Y,-79.353703275,43.786395807
220,1731,Shaughnessy Boulevard Children's Centre,Non Profit Agency,30 SHAUGHNESSY BLVD,M2J,Public Elementary School,Shaughnessy Public School,0,20,40,39,45,144,Y,Y,-79.351600873,43.770284042
221,1737,Sunburst Children's Centre,Non Profit Agency,4905 DUFFERIN ST,M3H,Other,Environment Canada Atmospheric Environment Service,10,15,16,0,0,41,Y,Y,-79.4684969747,43.781259284
222,1738,Victoria Park Child Care Centre,Non Profit Agency,15 WALLINGFORD RD,M3A,Public High School,Victoria Park Secondary School,10,10,16,0,0,36,Y,Y,-79.321464427,43.756059334
223,1740,Early Enrichment Day Care (St. John's West Toronto),Non Profit Agency,288 HUMBERSIDE AVE,M6P,Place of Worship,St. John's Anglican Church,10,20,24,0,0,54,Y,Y,-79.469192969,43.660640124
224,1749,Palmerston Community Daycare,Non Profit Agency,734 PALMERSTON AVE,M6G,Public Elementary School,Palmerston Public School,0,0,48,26,60,134,Y,Y,-79.415204951,43.668144904
225,1750,Sandalwood Centre For Early Learning (Centres For Early Learning Inc.),Commercial Agency,1825 FINCH AVE W,M3N,High Rise Apartment,,10,25,56,24,30,145,Y,Y,-79.511912431,43.757886117
226,1751,Seafield Day Nursery,Commercial Agency,100 YORK GATE BLVD,M3N,High Rise Apartment,,10,15,40,24,30,119,Y,Y,-79.5199371956,43.7621440095
227,1755,St. Lawrence Co-Operative Day Care School Age (230 The Esplanade),Non Profit Agency,230 THE ESPLANADE,M5A,Community/Recreation Centre,St. Lawrence Community Centre,0,0,48,0,56,104,Y,Y,-79.364980115,43.649797534
228,1756,Lakeside Co-Operative Playschool Inc.,Non Profit Agency,2226 QUEEN ST E,M4E,Place of Worship,St. Aidan's Anglican Church,0,9,16,0,0,25,Y,Y,-79.28798601,43.672833583
229,1758,Pape Children's House,Non Profit Agency,220 LANGLEY AVE,M4K,Public Elementary School,Pape Avenue Public School,0,15,32,48,30,125,Y,Y,-79.341893614,43.670351882
230,1765,Pat Schulz Child Care Centre,Non Profit Agency,1 DANFORTH AVE,M4K,Public High School,City Adult Learning Centre,10,15,24,0,0,49,Y,Y,-79.360060799,43.674919446
231,1768,Roden Community Child Care Centre,Non Profit Agency,151 HIAWATHA RD,M4L,Public Elementary School,Roden Public School,0,0,16,13,30,59,Y,Y,-79.32307648,43.673873274
232,1769,West End Parents Day Care Centre,Non Profit Agency,375 DOVERCOURT RD,M6J,Public (school closed),Ossington/Old Orchard Public School - Closed School,0,15,40,0,30,85,Y,Y,-79.425194329,43.652331833
233,1775,Williamson Road Day Care Centre,Non Profit Agency,24 WILLIAMSON RD,M4E,Public Elementary School,Williamson Road Public School,0,0,0,26,90,116,Y,N,-79.2974730091,43.6745196506
234,1778,Woodgreen Community Services (Woodfield Child Care Centre),Non Profit Agency,70 WOODFIELD RD,M4L,Public Elementary School,Duke Of Connaught Public School,6,25,24,65,45,165,Y,Y,-79.321957845,43.666195514
235,1786,Woodgreen Community Services (Morse Child Care Centre),Non Profit Agency,180 CARLAW AVE,M4M,Public Elementary School,Morse Street Public School,0,15,24,65,60,164,Y,Y,-79.34016669,43.660166916
236,1787,Muppets Pre-School Centre,Commercial Agency,88 SWEENEY DR,M4A,Public Elementary School,Victoria Village Elementary School,0,30,48,52,99,229,Y,Y,-79.3141852995,43.7359680183
237,1792,Muppets Too Preschool Centre,Commercial Agency,45 CASSANDRA BLVD,M3A,Public Elementary School,Cassandra Public School,0,15,24,26,65,130,Y,Y,-79.328901476,43.748425003
238,1793,Wychwood Tigers Daycare Centre,Non Profit Agency,44 HILTON AVE,M5R,Public Elementary School,Hillcrest Public School,0,0,40,52,60,152,Y,Y,-79.4158480244,43.6790510403
239,1800,St. Lawrence Co-Operative Day Care (2 Princess Street),Non Profit Agency,2 PRINCESS ST,M5A,Purpose Built,,0,25,24,0,0,49,Y,Y,-79.365709334,43.64781978
240,1812,George Brown - Rose Avenue Child Care Centre,Non Profit Agency,675 ONTARIO ST,M4X,Public Elementary School,Rose Avenue Public School,10,10,24,65,60,169,Y,Y,-79.372788102,43.670316471
241,1818,Runnymede Adventure Club,Non Profit Agency,357 RUNNYMEDE RD,M6S,Public Elementary School,Runnymede Public School,0,0,0,52,110,162,Y,Y,-79.477481716,43.655929301
242,1819,Bloorcourt Village Early Learning Centre,Commercial Agency,823 DOVERCOURT RD,M6H,Purpose Built,,10,30,36,0,30,106,Y,Y,-79.42974879,43.66312856
243,1823,Sunnyside Garden Day Care,Non Profit Agency,225 GARDEN AVE,M6R,Public Elementary School,Garden Public School,0,15,23,52,90,180,Y,Y,-79.449123697,43.6432001
244,1824,Ryerson Early Learning Centre (Ryerson University),Non Profit Agency,350 VICTORIA ST,M5B,Community College/University,Ryerson University,0,15,32,0,0,47,Y,Y,-79.380479827,43.65776563
245,1827,Upper Yonge Village Day Care Centre,Non Profit Agency,14 ST CLEMENTS AVE,M4R,Other,Other,10,25,24,0,0,59,Y,Y,-79.400348212,43.713083488
246,1832,Candy Factory Swallows Day Care (The),Commercial Agency,1411 BLOOR ST W,M6P,House,Plato Adult Education Centre,10,25,40,0,0,75,Y,Y,-79.44734824,43.657198297
247,1833,University Settlement Day Care Centre,Non Profit Agency,23 GRANGE RD,M5T,Community/Recreation Centre,University Settlement Recreation Centre,10,15,24,0,0,49,Y,Y,-79.391471039,43.652043323
248,1835,George Brown - Casa Loma Child Care Centre,Non Profit Agency,160 KENDAL AVE,M5R,Community College/University,Casa Loma Campus,10,15,40,0,0,65,Y,Y,-79.411045414,43.676012342
249,1837,Ancaster Early Learning & Child Care Centre,Public (City Operated) Agency,45 ANCASTER RD,M3K,Other,,10,30,24,0,0,64,Y,Y,-79.466011149,43.733025826
250,1838,Rawlinson Early Learning & Child Care Centre,Public (City Operated) Agency,40 EARNSCLIFFE RD,M6E,Public Elementary School,Rawlinson Community School,10,20,24,0,0,54,Y,Y,-79.439885162,43.683531656
251,1839,Alexandra Park Early Learning & Child Care Centre,Public (City Operated) Agency,75 AUGUSTA SQ,M5T,Low Rise Apartment,,10,10,16,0,0,36,Y,Y,-79.399901164,43.650242422
252,1840,Berner Trail Early Learning & Child Care Centre,Public (City Operated) Agency,120 BERNER TRAIL,M1B,Public Elementary School,Berner Trail Public School,10,20,24,0,0,54,Y,Y,-79.221141309,43.801434103
253,1842,Brahms Early Learning & Child Care Centre,Public (City Operated) Agency,5 BRAHMS AVE,M2H,High Rise Apartment,,6,10,16,0,0,32,Y,Y,-79.3578376974,43.7927282049
254,1843,Willowridge Early Learning & Child Care Centre,Public (City Operated) Agency,30 EARLDOWN DR,M9R,Purpose Built,,0,10,32,0,0,42,Y,Y,-79.57126527,43.675704295
255,1847,Blake Street Early Learning & Child Care Centre,Public (City Operated) Agency,84 BLAKE ST,M4J,Community/Recreation Centre,Eastview Neighbourhood Community Centre,10,15,24,0,0,49,Y,Y,-79.339764106,43.674967456
256,1848,Rowntree Early Learning & Child Care Centre,Public (City Operated) Agency,2765 ISLINGTON AVE,M9V,High Rise Apartment,,10,10,16,0,0,36,Y,Y,-79.5669913807,43.7435749087
257,1850,Gilder Early Learning & Child Care Centre,Public (City Operated) Agency,31 GILDER DR,M1K,High Rise Apartment,,10,20,0,0,0,30,Y,Y,-79.256313276,43.736255093
258,1851,Edgeley Early Learning & Child Care Centre,Public (City Operated) Agency,405 DRIFTWOOD AVE,M3N,Purpose Built,,10,15,32,0,0,57,Y,Y,-79.5160705542,43.7671747775
259,1852,Emery Early Learning & Child Care Centre,Public (City Operated) Agency,3395 WESTON RD,M9M,Public High School,Emery Collegiate Institute,10,10,16,0,0,36,Y,Y,-79.539556981,43.748722706
260,1853,Taylor Creek Early Learning & Child Care Centre,Public (City Operated) Agency,644 WARDEN AVE,M1L,Public Elementary School,Taylor Creek Public School,10,10,16,0,0,36,Y,Y,-79.277287739,43.700037759
261,1854,Thomas Berry Early Learning & Child Care Centre,Public (City Operated) Agency,3495 LAKE SHORE BLVD W,M8W,Other,Old James S. Bell Public School (Closed),10,20,32,0,0,62,Y,Y,-79.530735817,43.594365123
262,1855,Galloway Early Learning & Child Care Centre,Public (City Operated) Agency,4299 KINGSTON RD,M1E,High Rise Apartment,,10,10,16,0,0,36,Y,Y,-79.193646562,43.762340279
263,1857,Falstaff Early Learning & Child Care Centre,Public (City Operated) Agency,10 FALSTAFF AVE,M6L,Purpose Built,,16,20,32,0,0,68,Y,Y,-79.5066721478,43.7160930065
264,1858,Canadiana Court Early Learning & Child Care Centre,Public (City Operated) Agency,20 GORDONRIDGE PL,M1K,Community/Recreation Centre,Gordonridge Community Centre,10,10,16,0,0,36,Y,Y,-79.250764805,43.726007156
265,1860,Centenary Seven Oaks  Early Learning & Child Care Centre,Public (City Operated) Agency,9 NEILSON RD,M1E,Purpose Built,Seven Oaks Home For The Aged,10,15,24,0,0,49,Y,Y,-79.203578896,43.7816467137
266,1861,Mount Dennis Early Learning & Child Care Centre,Public (City Operated) Agency,1296 WESTON RD,M6M,Purpose Built,,10,10,16,0,0,36,Y,Y,-79.4960622799,43.6890657377
267,1863,Kipling Early Learning & Child Care Centre,Public (City Operated) Agency,2233 KIPLING AVE,M9W,Other,Kipling Acres Home For The Aged,10,10,16,0,0,36,Y,Y,-79.571998245,43.725135116
268,1869,Flemingdon Early Learning & Child Care Centre,Public (City Operated) Agency,29 ST DENNIS DR,M3C,Community/Recreation Centre,Dennis R Timbrell Resource Centre,10,10,32,0,0,52,Y,Y,-79.331687362,43.717940677
269,1870,Regent Park Early Learning & Child Care Centre,Public (City Operated) Agency,40 REGENT ST,M5A,Purpose Built,,10,10,16,0,0,36,Y,Y,-79.364295179,43.658647944
270,1874,O'Connor Satellite Early Learning & Child Care Centre,Public (City Operated) Agency,1665 O CONNOR DR,M4A,Public Elementary School,O'Connor Public School,0,0,16,0,0,16,Y,Y,-79.3041553523,43.7165159199
271,1875,O'Connor Early Learning & Child Care Centre,Public (City Operated) Agency,1386 VICTORIA PARK AVE,M4A,Community/Recreation Centre,O'Connor Community Centre,10,20,16,0,0,46,Y,Y,-79.301856195,43.7176677023
272,1878,Blacksmith Child Care Centre,Non Profit Agency,45 BLACKSMITH CRES,M3N,Public Elementary School,Blacksmith Public School,0,10,16,26,30,82,Y,Y,-79.52681069,43.771163954
273,1882,Stilecroft Superkids,Non Profit Agency,50 STILECROFT DR,M3J,Public Elementary School,Stilecroft Public School,0,10,16,13,15,54,Y,Y,-79.493205095,43.751055819
274,1887,Davenport Perth Early Learning & Child Care Centre,Public (City Operated) Agency,1900 DAVENPORT RD,M6N,Community/Recreation Centre,Davenport Perth Community Centre,10,10,16,0,0,36,Y,Y,-79.454858588,43.670920013
275,1888,Coxwell Early Learning & Child Care Centre,Public (City Operated) Agency,1631 QUEEN ST E,M4L,Multi Human Services Facility,Toronto Employment And Social Services-Toronto East Office,0,10,16,0,0,26,Y,Y,-79.31557687,43.666300712
276,1889,Jesse Ketchum Early Learning & Child Care Centre,Public (City Operated) Agency,7 BERRYMAN ST,M5R,Public Elementary School,Jesse Ketchum Public School,10,10,16,0,60,96,Y,Y,-79.391598893,43.673604783
277,1890,Danforth Early Learning & Child Care Centre,Public (City Operated) Agency,1125 DANFORTH AVE,M4J,Purpose Built,Danforth Child Care Centre,20,20,24,0,0,64,Y,Y,-79.333812147,43.680841582
278,1891,Church Street School Day Care Service Inc.,Non Profit Agency,83 ALEXANDER ST,M4Y,Public Elementary School,Church Street Public School,0,10,16,52,80,158,Y,Y,-79.37917817,43.663608426
279,1893,The Yonge Street Mission / Davis Centre,Non Profit Agency,270 GERRARD ST E,M5A,Community/Recreation Centre,Christian Community Centre,10,15,40,0,0,65,Y,Y,-79.3683414488,43.6623713476
280,1895,North York Jr Ymca,Non Profit Agency,567 SHEPPARD AVE E,M2K,Community/Recreation Centre,North York Ymca,0,30,48,0,0,78,Y,Y,-79.3867792864,43.765882842
281,1896,West End Jr Ymca,Non Profit Agency,931 COLLEGE ST,M6H,Community/Recreation Centre,West End Ymca,0,30,40,0,15,85,Y,Y,-79.425887632,43.653456547
282,1898,Ymca Child Development Centre (Ymca),Non Profit Agency,15 BREADALBANE ST,M4Y,Community/Recreation Centre,Toronto Central Ymca,10,30,48,26,30,144,Y,Y,-79.3848447836,43.6636315307
283,1900,Second Street School Age Ymca,Non Profit Agency,71 SECOND ST,M8V,Public Elementary School,Second Street School,0,0,0,39,60,99,Y,Y,-79.500022907,43.603725079
284,1901,Lamp Jr Ymca,Non Profit Agency,185 FIFTH ST,M8V,Community/Recreation Centre,Lamp Community Centre,0,15,32,0,0,47,Y,Y,-79.50343066,43.603564725
285,1902,University City Jr Ymca,Non Profit Agency,453 SENTINEL RD,M3J,Community/Recreation Centre,University City Ymca,20,30,40,0,0,90,Y,Y,-79.499448651,43.7625712055
286,1907,St. Gabriel's Jr Ymca,Non Profit Agency,396 SPRING GARDEN AVE,M2N,Catholic Elementary School,St. Gabriel's Separate School,0,0,16,26,30,72,Y,Y,-79.390933319,43.769049281
287,1909,Cougar Court Child Care Centre 15,Commercial Agency,3225 EGLINTON AVE E,M1J,Other,,30,55,64,0,0,149,Y,Y,-79.21618361,43.743424849
288,1911,Lynngate Jr Ymca,Non Profit Agency,129 CASS AVE,M1T,Public Elementary School,Lynngate Jr Public School,0,10,24,26,30,90,Y,Y,-79.300660255,43.776676644
289,1912,Bridlewood Jr Ymca,Non Profit Agency,60 BRIDLEWOOD BLVD,M1T,Public Elementary School,Bridlewood Public School,0,0,24,26,30,80,Y,Y,-79.315095387,43.780796266
290,1913,Maryvale Jr Ymca,Non Profit Agency,1325 PHARMACY AVE,M1R,Public Elementary School,Maryvale Public School,0,10,24,26,30,90,Y,Y,-79.307836183,43.754822066
291,1914,David Lewis Jr Ymca,Non Profit Agency,130 FUNDY BAY BLVD,M1W,Public Elementary School,David Lewis Public School,0,0,32,26,30,88,Y,Y,-79.3178892896,43.8092053218
292,1915,High Park Jr Ymca,Non Profit Agency,2665 DUNDAS ST W,M6P,Community/Recreation Centre,,10,30,40,0,0,80,Y,Y,-79.4594752493,43.6645334751
